Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Acentrogobius viridipunctatus,Comparison,MK572007.1,"Acentrogobius viridipunctatus from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Acentrogobius viridipunctatus,651,,"Bangladesh: Noakhali, Hatia",,02-Mar-15,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
Amblygobius albimaculatus,Comparison,MH514922.1,"Amblygobius albimaculatus bio-material KAU14-896 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Amblygobius albimaculatus,652,,Saudi Arabia,,18-Nov-14,Red Sea,,"Kovacic,M., Bogorodsky,S.V., Mal,A.O. and Alpermann,T.J.","Zootaxa 4459 (3), 453-481 (2018)"
Amblygobius albimaculatus,Comparison,MH514921.1,"Amblygobius albimaculatus bio-material KAU12-226 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Amblygobius albimaculatus,652,,Saudi Arabia,,20-Feb-12,Red Sea,,"Kovacic,M., Bogorodsky,S.V., Mal,A.O. and Alpermann,T.J.","Zootaxa 4459 (3), 453-481 (2018)"
Amblygobius albimaculatus,Comparison,MH331659.1,"Amblygobius albimaculatus voucher ROT197 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Amblygobius albimaculatus,508,,Saudi Arabia,,,,,"Berumen,M.L., Robers,M.B., Sinclair-Taylor,T.H., Dibattista,J.D., Saenz-Agudelo,P., Isari,S., He,S., Khalil,M.T., Hardenstine,R.S., Tuetbohl,M.D., Prist,M.A. and Kattan,A.",Unpublished
Amblygobius decussatus,Comparison,OQ385647.1,"Amblygobius decussatus voucher VERDE-331 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius decussatus,655,,"Philippines: Oriental Mindoro, Puerto Galera, Philippines, Oriental Mindoro, Puerto Galera Bay",,10-Apr-15,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Amblygobius decussatus,Comparison,KP194955.1,"Amblygobius decussatus voucher HBL-LI-2001-135 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius decussatus,652,,"Australia: Queensland, Lizard Island",,,,,"Steinke,D., Ward,R.D., Gomon,M.F., Hay,A., Reader,S.R., Johnson,J., Last,P., Moore,G., Dewaard,J., Hardie,D., Lucanus,O. and Cossey,J.",Unpublished
Amblygobius decussatus,Comparison,KP194952.1,"Amblygobius decussatus voucher UG0276 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius decussatus,643,,"Australia: Queensland, Lizard Island, I.44718",,07-Sep-08,,,"Steinke,D., Ward,R.D., Gomon,M.F., Hay,A., Reader,S.R., Johnson,J., Last,P., Moore,G., Dewaard,J., Hardie,D., Lucanus,O. and Cossey,J.",Unpublished
Amblygobius nocturnus,Comparison,MK658491.1,"Amblygobius nocturnus voucher AUST-002 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius nocturnus,655,,"French Polynesia: Austral Islands, Austral Islands, Raivavae, harbor at ship anchorage on patch reef and sand bottom.",,10-Apr-13,,,"Delrieu-trotter,E., Williams,J., Pitassy,D., Driskell,A.C., Hubert,N., Viviani,J., Cribb,T., Espiau,B., Galzin,R., Kulbicki,M., Lison de loma,T., Meyer,C., Mourier,J., Mou-tham,G., Parravicini,V., Plantard,P., Sasal,P., Siu,G., Tolou,N., Veuille,M., Weigt,L. and Planes,S.",Unpublished
Amblygobius nocturnus,Comparison,MK658014.1,"Amblygobius nocturnus voucher GAM-228 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius nocturnus,655,,"French Polynesia: Tuamotu-Gambier, Gambier Archipelago, beach and sand flat near shore in harbor on east side of Ile Taravai, some rubble and sparse algae",,01-Oct-10,,,"Delrieu-trotter,E., Williams,J., Pitassy,D., Driskell,A.C., Hubert,N., Viviani,J., Cribb,T., Espiau,B., Galzin,R., Kulbicki,M., Lison de loma,T., Meyer,C., Mourier,J., Mou-tham,G., Parravicini,V., Plantard,P., Sasal,P., Siu,G., Tolou,N., Veuille,M., Weigt,L. and Planes,S.",Unpublished
Amblygobius nocturnus,Comparison,MK657915.1,"Amblygobius nocturnus voucher GAM-230 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius nocturnus,655,,"French Polynesia: Tuamotu-Gambier, Gambier Archipelago, beach and sand flat near shore in harbor on east side of Ile Taravai, some rubble and sparse algae",,01-Oct-10,,,"Delrieu-trotter,E., Williams,J., Pitassy,D., Driskell,A.C., Hubert,N., Viviani,J., Cribb,T., Espiau,B., Galzin,R., Kulbicki,M., Lison de loma,T., Meyer,C., Mourier,J., Mou-tham,G., Parravicini,V., Plantard,P., Sasal,P., Siu,G., Tolou,N., Veuille,M., Weigt,L. and Planes,S.",Unpublished
Amblygobius phalaena,Comparison,OQ386013.1,"Amblygobius phalaena voucher VIS-322 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius phalaena,628,,"Philippines: Bohol, Philippines, Bohol, Calape market. The vendor claims that it was from Inabangga Island, Cebu Strait.",,05-Feb-15,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Amblygobius phalaena,Comparison,MZ422007.1,"Amblygobius phalaena voucher R1A-290317-31A cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius phalaena,633,,"Viet Nam: Ba Ria-Vung Tau, Con Dao, Con Son Gulf",,29-Mar-17,,,"Pham,M.H., Hoang,D.H., Panfili,J., Ponton,D. and Durand,J.-D.","Mar Biodivers 52, 30 (2022)"
Amblygobius phalaena,Comparison,MK777317.1,"Amblygobius phalaena voucher DOS03689 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Amblygobius phalaena,594,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Amblygobius sphynx,Comparison,OQ387285.1,"Amblygobius sphynx voucher VERDE-281 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius sphynx,655,,"Philippines: Oriental Mindoro, Puerto Galera, Philippines, Oriental Mindoro, Puerto Galera, unnamed cove north of Markoe Cove",,08-Apr-15,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Amblygobius sphynx,Comparison,OL410277.1,"Amblygobius sphynx voucher S0015_046 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius sphynx,609,,"Madagascar: Toliara, Atsimo-Andrefana, Ankilibe",,,,,"Jaonalison,H., Durand,J.-D., Mahafina,J., Valade,P., Collet,A., Cerqueira,F. and Ponton,D.","Diversity (Basel) 14 (5), 377 (2022)"
Amblygobius sphynx,Comparison,GU674408.1,"Amblygobius sphynx voucher BW-A7285 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius sphynx,651,,Indonesia,,04-Mar-09,,,,Unpublished
Amblygobius stethophthalmus,Comparison,MH049211.1,"Amblygobius stethophthalmus isolate dki64 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblygobius stethophthalmus,604,,,,,,dki64,"Sektiana,S.P., Abdillah,A.A., Andriyono,S. and Kim,H.-W.",Unpublished
Amblygobius stethophthalmus,Comparison,PP088276.1,"Amblygobius stethophthalmus voucher FISH1380 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Amblygobius stethophthalmus,652,,Singapore: hantu,,2022,,,"Chan,W.W.R., Chang,J.J.M., Tan,C.Z., Ng,J.X., Ng,M.H., Jaafar,Z. and Huang,D.",J Fish Biol (2024) In press
Amblygobius stethophthalmus,Comparison,PP088275.1,"Amblygobius stethophthalmus voucher FISH2601 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Amblygobius stethophthalmus,652,,Singapore: changi,,2022,,,"Chan,W.W.R., Chang,J.J.M., Tan,C.Z., Ng,J.X., Ng,M.H., Jaafar,Z. and Huang,D.",J Fish Biol (2024) In press
Amblyotrypauchen arctocephalus,Comparison,OQ386774.1,"Amblyotrypauchen arctocephalus voucher PHISH-516 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyotrypauchen arctocephalus,655,,"Philippines: La Union, Philippines, Luzon, La Union, Bauang public market. Vendors claim catch originated from South China Sea, vicinity of Pugo.",,16-Jul-16,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Amblyotrypauchen arctocephalus,Comparison,MK777339.1,"Amblyotrypauchen arctocephalus voucher DOS04537 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Amblyotrypauchen arctocephalus,601,,,,,,,"Thu,P.T., Huang,W.C., Chou,T.K., Van Quan,N., Van Chien,P., Li,F., Shao,K.T. and Liao,T.Y.","PLoS ONE 14 (9), e0222631 (2019)"
Amblyotrypauchen arctocephalus,Comparison,HQ955976.1,"Amblyotrypauchen arctocephalus voucher BW-A9348 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Amblyotrypauchen arctocephalus,652,,Australia,,11-Dec-05,,,,Unpublished
Aphia minuta,Comparison,KM077815.1,"Aphia minuta voucher MT05245 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Aphia minuta,652,,Baltic Sea,,08-Oct-11,,,"Knebelsberger,T. and Thiel,R.","Zool. J. Linn. Soc. 172 (4), 831-845 (2014)"
Aphia minuta,Comparison,KM077814.1,"Aphia minuta voucher MT05244 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Aphia minuta,642,,Baltic Sea,,07-Oct-11,,,"Knebelsberger,T. and Thiel,R.","Zool. J. Linn. Soc. 172 (4), 831-845 (2014)"
Aphia minuta,Comparison,KM077813.1,"Aphia minuta voucher MT05247 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Aphia minuta,652,,Baltic Sea,,08-Oct-11,,,"Knebelsberger,T. and Thiel,R.","Zool. J. Linn. Soc. 172 (4), 831-845 (2014)"
Apocryptodon punctatus,Comparison,KJ434599.1,"Apocryptodon punctatus mitochondrion, complete genome",Apocryptodon punctatus,16566,,,,,,,"Wen,Z.H.",Unpublished
Awaous flavus,Comparison,OR732796.1,"Awaous flavus voucher 932_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous flavus,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Awaous flavus,Comparison,OR732795.1,"Awaous flavus voucher 938_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous flavus,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Awaous flavus,Comparison,OR732794.1,"Awaous flavus voucher 933_TOC cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous flavus,620,,"Brazil: Para, North, Cameta, Municipalitie",,08-Mar-21,,,"Lima,R.C., de Lima,S.R., Rocha,M.S., dos Anjos,H.D.B., Dantas,Y.C.A., Benites,I.D.N., da Conceicao Silva Queiroz,C., da Costa Fraga,E. and da Silva Batista,J.","J Fish Biol 104 (6), 1924-1939 (2024)"
Awaous grammepomus,Comparison,MK988544.1,"Awaous grammepomus voucher DUZM_FF_207 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Awaous grammepomus,635,,Bangladesh: Sirajdikhan,,10-Jul-18,,,"Ahmed,M.S., Zhilik,A.A., Chowdhury,N.Z. and Ahmed,S.","Submitted (20-MAY-2019) Department of Zoology, University of Dhaka, Curzon Hall, Dhaka 1000, Bangladesh"
Awaous grammepomus,Comparison,MH721183.1,"Awaous grammepomus isolate VN_BH cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Awaous grammepomus,626,,Viet Nam,,,,VN_BH,"Vu,Q.D.H., Truong,O.T., Tran,T.L. and Dang,B.T.",Unpublished
Awaous grammepomus,Comparison,KU692317.1,"Awaous grammepomus voucher BIF0413 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous grammepomus,652,,"Indonesia: Jawa Barat, West Java, Kabupaten Sukabumi, Ci Haur",,24-Nov-12,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Awaous melanocephalus,Comparison,HQ654675.1,"Awaous melanocephalus voucher Amel1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous melanocephalus,635,,"Philippines: Batangas, Calabarzon, Taal Lake, Talisay",,27-Aug-10,,,"Aquilino,S.V., Tango,J.M., Fontanilla,I.K., Pagulayan,R.C., Basiao,Z.U., Ong,P.S. and Quilang,J.P.","Mol Ecol Resour 11 (4), 612-619 (2011)"
Awaous melanocephalus,Comparison,HQ654674.1,"Awaous melanocephalus voucher Amel2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous melanocephalus,634,,"Philippines: Batangas, Calabarzon, Taal Lake, Talisay",,27-Aug-10,,,"Aquilino,S.V., Tango,J.M., Fontanilla,I.K., Pagulayan,R.C., Basiao,Z.U., Ong,P.S. and Quilang,J.P.","Mol Ecol Resour 11 (4), 612-619 (2011)"
Awaous melanocephalus,Comparison,HQ654673.1,"Awaous melanocephalus voucher Amel3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous melanocephalus,576,,"Philippines: Batangas, Calabarzon, Taal Lake, Talisay",,27-Aug-10,,,"Aquilino,S.V., Tango,J.M., Fontanilla,I.K., Pagulayan,R.C., Basiao,Z.U., Ong,P.S. and Quilang,J.P.","Mol Ecol Resour 11 (4), 612-619 (2011)"
Awaous ocellaris,Comparison,MH986132.1,"Awaous ocellaris voucher FBRC_ZSI_F_2747 cytochrome oxidase c subunit I (COI) gene, partial cds; mitochondrial",Awaous ocellaris,594,,India,,07-Feb-18,,,"Laskar,B.A., Harikumar,A., Jadhav,S.S., Jaiswal,D. and Chandra,K.","Submitted (26-SEP-2018) Freshwater Biology Regional Centre, Zoological Survey of India, Plot 366/1 Hyderguda, Attapur, Hyderabad, Telangana 500048, India"
Awaous ocellaris,Comparison,KU944926.1,"Awaous ocellaris isolate ASIZP0912171 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Awaous ocellaris,552,,Taiwan,,,,ASIZP0912171,"Chang,C.H., Shao,K.T., Lin,H.Y., Chiu,Y.C., Lee,M.Y., Liu,S.H. and Lin,P.L.",Mol Ecol Resour (2016) In press
Awaous ocellaris,Comparison,JX983228.1,"Awaous ocellaris voucher NF785 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Awaous ocellaris,610,,"India: Gujarat, Bharuch, Estuary, Bharuch",,,,,"Khedkar,G.D., Jamdade,R., Naik,S., David,L. and Haymer,D.","PLoS ONE 9 (7), E101460 (2014)"
Benthophilus stellatus,Comparison,KU499854.1,"Benthophilus stellatus isolate Ryb_Koprino_Bs-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Benthophilus stellatus,655,,"Russia: Volga R., Rybinsk res., Koprino.",,04-Aug-14,,Ryb_Koprino_Bs-1,"Kodukhova Yu,V., Borovikova,E.A. and Karabanov,D.P.","Inland Water Biol 9 (4), 94-96 (2016)"
Benthophilus stellatus,Comparison,KU499853.1,"Benthophilus stellatus isolate Kuyb_Tetushi_Bs-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Benthophilus stellatus,655,,"Russia: Volga R., Kuybyshev res., Tetyushi.",,28-Aug-15,,Kuyb_Tetushi_Bs-1,"Kodukhova Yu,V., Borovikova,E.A. and Karabanov,D.P.","Inland Water Biol 9 (4), 94-96 (2016)"
Benthophilus stellatus,Comparison,KU499852.1,"Benthophilus stellatus isolate Sar_Balakovo_Bs-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Benthophilus stellatus,655,,"Russia: Volga R., Saratov res., Balakovo.",,31-Aug-15,,Sar_Balakovo_Bs-1,"Kodukhova Yu,V., Borovikova,E.A. and Karabanov,D.P.","Inland Water Biol 9 (4), 94-96 (2016)"
Brachygobius aggregatus,Comparison,MW498533.1,"Brachygobius aggregatus voucher SP-154-1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius aggregatus,655,,"Malaysia: Kedah, Merbok, Semeling Bridge",,17-Jul-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Brachygobius aggregatus,Comparison,MW498532.1,"Brachygobius aggregatus voucher SP-154-3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius aggregatus,655,,"Malaysia: Kedah, Merbok, Semeling Bridge",,17-Jul-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Brachygobius aggregatus,Comparison,MW498531.1,"Brachygobius aggregatus voucher SP-154-2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius aggregatus,655,,"Malaysia: Kedah, Merbok, Semeling Bridge",,17-Jul-19,,,"Zainal Abidin,D.H., Mohd Nor,S.A., Lavoue,S., A Rahim,M., Jamaludin,N.A. and Mohammed Akib,N.A.","Sci Rep 11 (1), 17800 (2021)"
Brachygobius doriae,Comparison,NC_037142.1,"Brachygobius doriae mitochondrion, complete genome",Brachygobius doriae,16472,,,,,,,,"Submitted (23-MAR-2018) National Center for Biotechnology Information, NIH, Bethesda, MD 20894, USA"
Brachygobius doriae,Comparison,KU674800.1,"Brachygobius doriae mitochondrion, complete genome",Brachygobius doriae,16472,,,,,,,"Wang,F.-Y.","Submitted (04-FEB-2016) Taiwan Ocean Research Institute, National Applied Research Laboratories, No. 196, Henan 2nd Rd., Qianjin Dist., Kaohsiung, Kaohsiung 801, Taiwan"
Brachygobius nunus,Comparison,MK572079.1,"Brachygobius nunus from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius nunus,655,,"Bangladesh: Chittagong Division, Halda River at Madinagut Point",,30-Nov-14,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
Brachygobius nunus,Comparison,MK572078.1,"Brachygobius nunus from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius nunus,655,,"Bangladesh: Dhaka Division, Padma River near Srinagar",,02-Dec-14,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
Brachygobius nunus,Comparison,MK572077.1,"Brachygobius nunus from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius nunus,655,,"Bangladesh: Chittagong Division, Halda River at Madinagut Point",,30-Nov-14,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
Brachygobius xanthozona,Comparison,KU692385.1,"Brachygobius xanthozona voucher BIF0030 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Brachygobius xanthozona,652,,"Indonesia: Jawa Barat, West Java, Kabupaten Sukabumi, Danau Lido",,15-Nov-12,,,"Dahruddin,H., Hutama,A., Busson,F., Sauri,S., Hanner,R., Keith,P., Hadiaty,R. and Hubert,N.",Mol Ecol Resour (2016) In press
Caffrogobius caffer,Comparison,JF492999.1,"Caffrogobius caffer voucher ADC09_240.20#3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caffrogobius caffer,337,,South Africa: Limestone,,29-Feb-08,,,"Steinke,D., Zemlak,T.S., Connell,A.D., Heemstra,P.C. and Hebert,P.D.N.",Unpublished
Caffrogobius caffer,Comparison,JF492998.1,"Caffrogobius caffer voucher ADC09_240.20#6 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caffrogobius caffer,441,,South Africa: Limestone,,05-Mar-08,,,"Steinke,D., Zemlak,T.S., Connell,A.D., Heemstra,P.C. and Hebert,P.D.N.",Unpublished
Caffrogobius caffer,Comparison,HQ945885.1,"Caffrogobius caffer voucher ADC10_240.20 #1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Caffrogobius caffer,652,,South Africa: Limestone,,29-Feb-08,,,,Unpublished
Callogobius sclateri,Comparison,OQ387178.1,"Callogobius sclateri voucher PHISH-006 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Callogobius sclateri,655,,"Philippines: Negros Oriental, Zamboanguita, Philippines, Negros Oriental, Zambuangita",,02-Apr-16,,,"Bemis,K.E., Girard,M.G., Santos,M.D., Carpenter,K.E., Deeds,J.R., Pitassy,D.E., Flores,Na.L., Hunter,E.S., Driskell,A.C., Macdonald,K.S., Weigt,L.A. and Williams,J.T.",Unpublished
Callogobius sclateri,Comparison,MK658534.1,"Callogobius sclateri voucher AUST-353 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Callogobius sclateri,653,,"French Polynesia: Austral Islands, Austral Islands, Tubuai, just outside entrance to harbor on small patch reef with rock and minimal coral on a rock and sand flat.",,16-Apr-13,,,"Delrieu-trotter,E., Williams,J., Pitassy,D., Driskell,A.C., Hubert,N., Viviani,J., Cribb,T., Espiau,B., Galzin,R., Kulbicki,M., Lison de loma,T., Meyer,C., Mourier,J., Mou-tham,G., Parravicini,V., Plantard,P., Sasal,P., Siu,G., Tolou,N., Veuille,M., Weigt,L. and Planes,S.",Unpublished
Callogobius sclateri,Comparison,MK658140.1,"Callogobius sclateri voucher AUST-352 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Callogobius sclateri,655,,"French Polynesia: Austral Islands, Austral Islands, Tubuai, just outside entrance to harbor on small patch reef with rock and minimal coral on a rock and sand flat.",,16-Apr-13,,,"Delrieu-trotter,E., Williams,J., Pitassy,D., Driskell,A.C., Hubert,N., Viviani,J., Cribb,T., Espiau,B., Galzin,R., Kulbicki,M., Lison de loma,T., Meyer,C., Mourier,J., Mou-tham,G., Parravicini,V., Plantard,P., Sasal,P., Siu,G., Tolou,N., Veuille,M., Weigt,L. and Planes,S.",Unpublished
